dataset,image,psnr,ssim,time
Urban100,Urban100_img_045,20.833442222016032,0.6215639728327329,0.06835169999976642
Urban100,Urban100_img_046,21.682074659428586,0.7188793736591684,0.12141819999942527
Urban100,Urban100_img_047,19.14569850608117,0.6987387874114604,0.10859009999967384
Urban100,Urban100_img_048,17.566738315781432,0.7365113571019677,0.11443440000039118
Urban100,Urban100_img_049,20.11387300084822,0.6593870472113456,0.09370659999967756
Urban100,Urban100_img_050,22.884077124870394,0.7100422673299898,0.09891359999983251
Urban100,Urban100_img_051,24.36333530444957,0.787974308315289,0.04979490000005171
Urban100,Urban100_img_052,23.889646301116155,0.7760058795006834,0.10946450000028562
Urban100,Urban100_img_053,19.7060836108777,0.6661476146750599,0.11371019999933196
Urban100,Urban100_img_054,18.986874088902553,0.5950703141074266,0.120711399999891
Urban100,Urban100_img_055,25.228133579984192,0.787554054082566,0.024551200000132667
Urban100,Urban100_img_056,21.975479855199605,0.6960452593703144,78.13717849999921
Urban100,Urban100_img_057,26.332050378922528,0.81361075332121,0.40236910000021453
Urban100,Urban100_img_058,22.355859549304906,0.7804466075657056,0.11929839999993419
Urban100,Urban100_img_059,19.49502498390454,0.6778199945888632,0.09593020000011165
Urban100,Urban100_img_060,20.145133977224503,0.5059615347979364,0.07624670000041078
Urban100,Urban100_img_061,22.156099931535564,0.6962854851702094,0.1968128999997134
Urban100,Urban100_img_062,19.051747854198137,0.702273421189898,209.6025085000001
Urban100,Urban100_img_063,18.275515685318112,0.5021292583406372,0.04526869999972405
Urban100,Urban100_img_064,24.241361156261263,0.745753186537947,0.04437750000033702
Urban100,Urban100_img_065,22.979327083961675,0.6748036382275173,0.058365100000628445
Urban100,Urban100_img_066,20.482150119884757,0.6096677316678079,0.032871399999748974
Urban100,Urban100_img_067,16.3740554852589,0.7261421178557721,0.08070150000003196
Urban100,Urban100_img_068,26.91929192380089,0.8025815003702162,0.08709429999998974
Urban100,Urban100_img_069,22.315149967815163,0.6800737714513544,0.08647899999959918
Urban100,Urban100_img_070,20.487999422797856,0.5663447599453003,0.09554389999993873
Urban100,Urban100_img_071,24.94208717731755,0.5746443624570627,0.09167090000028111
Urban100,Urban100_img_072,16.637323387669415,0.6722987377854394,0.0770027000007758
Urban100,Urban100_img_073,18.65946956751799,0.539005304185279,0.08801539999967645
Urban100,Urban100_img_074,21.12268544282906,0.6117827344149193,0.0803342999997767
Urban100,Urban100_img_075,26.642261300464952,0.8053829670105009,0.08843389999947249
Urban100,Urban100_img_076,20.545917100806864,0.6758415078132343,0.08065830000032292
Urban100,Urban100_img_077,20.9353375174954,0.6435214569528509,0.0676672999998118
Urban100,Urban100_img_078,25.221607529418556,0.699058450204812,0.06306249999943248
Urban100,Urban100_img_079,23.028126134553165,0.6401190987360229,0.07269439999981842
Urban100,Urban100_img_080,32.303751012697425,0.9180781472602217,0.10212659999979223
Urban100,Urban100_img_081,28.368562193483967,0.8690832863687964,0.11344310000004043
Urban100,Urban100_img_082,28.023146785602723,0.8805176532645381,0.12234910000006494
Urban100,Urban100_img_083,19.934098186015614,0.6185890737306969,0.0952941000005012
Urban100,Urban100_img_084,25.980353450507764,0.7572839567751352,0.10318140000072162
Urban100,Urban100_img_085,25.467732923703768,0.8670802774832875,0.08018469999933586
Urban100,Urban100_img_086,27.749810220245955,0.8480257369842447,0.09180230000038136
Urban100,Urban100_img_087,22.866598929484475,0.7689646602990611,0.11500530000012077
Urban100,Urban100_img_088,17.78611085970384,0.505373304976021,0.08575949999976729
Urban100,Urban100_img_089,24.75761058643425,0.6715509786753207,0.08188260000042646
Urban100,Urban100_img_090,30.958628377722057,0.9147245037312667,0.05317349999950238
Urban100,Urban100_img_091,21.084737331692615,0.5883574702534812,0.03359490000002552
Urban100,Urban100_img_092,15.793301759432927,0.49685079525137804,0.05966210000042338
Urban100,Urban100_img_093,24.283212156881504,0.8329032493034246,0.08955950000017765
Urban100,Urban100_img_094,24.733169777112288,0.7112710632358469,0.08793989999958285
Urban100,Urban100_img_095,17.906121254273508,0.370282437432447,0.0700803999998243
Urban100,Urban100_img_096,21.022753087573044,0.7495062782819552,0.09659740000006423
Urban100,Urban100_img_097,22.286180369910923,0.6964451225166365,0.08079369999995833
Urban100,Urban100_img_098,18.65057816348616,0.4656632465930097,0.08290329999999813
Urban100,Urban100_img_099,21.154173015518502,0.6249332347524043,0.10092350000013539
Urban100,Urban100_img_100,20.544086676758887,0.6005942851804117,0.09208089999992808
